monthly_income,housing_expense,food_expense,transport_expense,utilities_expense,other_expense,total_debt,num_active_loans,has_defaulted,payment_regularity,has_savings,monthly_savings,mobile_money_frequency,age,employment_type,num_dependents,total_expenses,debt_to_income_ratio,expense_ratio,savings_rate,housing_burden,discretionary_ratio,net_monthly_cash_flow,affordability_index,debt_service_ratio,savings_consistency,payment_score,mobile_money_score,employment_encoded,dependency_burden,high_debt_flag,deficit_flag,overextended_flag,housing_stress_flag,credit_score
800.0,321.39,106.38,25.09,37.57,128.63,1156.05,2,0,always,0,0.0,daily,25,unemployed,2,619.06,1.4451,0.7738,0.0,0.4017,0.4183,180.94,0.2262,0.0434,0.0,1.0,1.0,0,2.5,1,0,0,1,617
1964.19,101.41,361.19,430.64,146.92,734.57,246.28,0,0,always,0,0.0,daily,31,self_employed,2,1774.73,0.1254,0.9035,0.0,0.0516,0.6897,189.46,0.0965,0.0038,0.0,1.0,1.0,2,1.0182,0,0,0,0,842
3124.05,704.55,700.31,559.41,803.3,1.69,1298.35,2,0,sometimes,1,707.37,monthly,36,employed,5,2769.26,0.4156,0.8864,0.2264,0.2255,0.2932,-352.58,-0.1129,0.0125,0.2264,0.5,0.4,3,1.6005,0,1,0,0,608
6639.19,1161.69,381.43,354.02,2080.38,444.61,3414.06,0,0,always,1,464.04,daily,45,self_employed,1,4422.13,0.5142,0.6661,0.0699,0.175,0.4542,1753.02,0.264,0.0154,0.0699,1.0,1.0,2,0.1506,1,0,0,0,714
3509.29,937.14,514.85,306.49,625.23,749.01,9318.13,1,0,always,0,0.0,monthly,34,self_employed,3,3132.72,2.6553,0.8927,0.0,0.267,0.4081,376.57,0.1073,0.0797,0.0,1.0,0.4,2,0.8549,1,0,0,0,648
2552.14,271.9,1191.58,88.84,62.38,172.37,8703.16,0,1,rarely,0,0.0,daily,46,self_employed,3,1787.07,3.4101,0.7002,0.0,0.1065,0.4021,765.07,0.2998,0.1023,0.0,0.0,1.0,2,1.1755,1,0,0,0,426
6030.02,1596.64,751.07,124.47,1414.38,241.26,463.59,3,0,sometimes,0,0.0,weekly,25,employed,2,4127.82,0.0769,0.6845,0.0,0.2648,0.3761,1902.2,0.3155,0.0023,0.0,0.5,0.75,3,0.3317,0,0,1,0,826
14370.82,4722.14,1178.4,1667.53,1035.1,778.33,2574.85,1,0,always,0,0.0,daily,61,employed,2,9381.5,0.1792,0.6528,0.0,0.3286,0.5174,4989.32,0.3472,0.0054,0.0,1.0,1.0,3,0.1392,0,0,0,1,850
4315.36,1380.86,760.07,533.44,127.55,267.06,3052.13,2,0,always,1,827.93,monthly,45,self_employed,1,3068.98,0.7073,0.7112,0.1919,0.32,0.4743,418.45,0.097,0.0212,0.1919,1.0,0.4,2,0.2317,1,0,0,1,642
800.0,316.01,69.14,169.76,19.88,35.44,532.62,1,1,sometimes,1,18.05,monthly,60,unemployed,3,610.23,0.6658,0.7628,0.0226,0.395,0.4937,171.72,0.2147,0.02,0.0226,0.5,0.4,0,3.75,1,0,0,1,394
3392.74,1097.81,567.29,347.67,135.78,449.85,850.83,0,0,always,0,0.0,weekly,48,self_employed,1,2598.4,0.2508,0.7659,0.0,0.3236,0.4692,794.34,0.2341,0.0075,0.0,1.0,0.75,2,0.2947,0,0,0,1,805
6643.11,1455.0,2144.69,522.71,1016.89,955.43,573.87,0,0,always,1,1466.73,monthly,30,employed,2,6094.72,0.0864,0.9174,0.2208,0.219,0.3051,-918.34,-0.1382,0.0026,0.2208,1.0,0.4,3,0.3011,0,1,0,0,753
4574.52,1292.85,726.11,210.13,132.44,463.39,6142.12,2,0,rarely,0,0.0,daily,27,self_employed,2,2824.92,1.3427,0.6175,0.0,0.2826,0.5297,1749.6,0.3825,0.0403,0.0,0.0,1.0,2,0.4372,1,0,0,0,572
7134.05,1600.32,1312.88,958.32,1175.26,613.72,1792.63,2,0,always,1,166.43,never,20,employed,4,5660.5,0.2513,0.7934,0.0233,0.2243,0.4269,1307.12,0.1832,0.0075,0.0233,1.0,0.0,3,0.5607,0,0,0,0,818
3373.36,558.09,834.41,210.34,630.13,160.92,202.04,1,0,rarely,0,0.0,weekly,45,employed,1,2393.89,0.0599,0.7096,0.0,0.1654,0.4004,979.47,0.2904,0.0018,0.0,0.0,0.75,3,0.2964,0,0,0,0,764
1772.37,570.24,123.38,146.71,39.82,280.95,3740.46,1,1,sometimes,0,0.0,monthly,58,self_employed,0,1161.1,2.1104,0.6551,0.0,0.3217,0.5862,611.27,0.3449,0.0633,0.0,0.5,0.4,2,0.0,1,0,0,1,449
5367.16,1437.74,1324.4,254.44,290.63,111.56,9174.16,1,0,rarely,0,0.0,weekly,21,employed,2,3418.77,1.7093,0.637,0.0,0.2679,0.4312,1948.39,0.363,0.0513,0.0,0.0,0.75,3,0.3726,1,0,0,0,584
2058.64,910.4,362.77,89.52,152.27,113.43,89.22,1,0,always,0,0.0,monthly,35,student,2,1628.39,0.0433,0.791,0.0,0.4422,0.3076,430.25,0.209,0.0013,0.0,1.0,0.4,1,0.9715,0,0,0,1,816
6461.01,2748.92,818.21,738.0,453.36,467.71,10488.84,1,0,always,0,0.0,daily,22,self_employed,2,5226.2,1.6234,0.8089,0.0,0.4255,0.3777,1234.81,0.1911,0.0487,0.0,1.0,1.0,2,0.3095,1,0,0,1,658
3988.22,859.68,785.31,327.14,305.91,496.09,453.43,0,0,always,0,0.0,monthly,52,employed,3,2774.13,0.1137,0.6956,0.0,0.2156,0.5108,1214.09,0.3044,0.0034,0.0,1.0,0.4,3,0.7522,0,0,0,0,850
2886.77,797.45,213.41,336.26,133.15,295.63,2013.55,1,0,always,0,0.0,never,47,employed,3,1775.9,0.6975,0.6152,0.0,0.2762,0.6037,1110.87,0.3848,0.0209,0.0,1.0,0.0,3,1.0392,1,0,0,0,679
1766.7,107.92,590.67,173.45,45.85,411.79,4617.49,0,1,sometimes,0,0.0,monthly,45,self_employed,3,1329.68,2.6136,0.7526,0.0,0.0611,0.5786,437.02,0.2474,0.0784,0.0,0.5,0.4,2,1.6981,1,0,0,0,477
1871.21,307.9,387.57,40.97,394.5,149.84,249.93,0,0,sometimes,0,0.0,monthly,50,employed,2,1280.78,0.1336,0.6845,0.0,0.1645,0.4175,590.43,0.3155,0.004,0.0,0.5,0.4,3,1.0688,0,0,0,0,779
3766.49,432.96,938.41,1525.6,308.69,197.63,11175.87,1,1,sometimes,0,0.0,daily,18,employed,3,3403.29,2.9672,0.9036,0.0,0.115,0.5539,363.2,0.0964,0.089,0.0,0.5,1.0,3,0.7965,1,0,0,0,467
1609.37,176.16,362.39,112.26,281.94,388.56,3845.03,0,0,sometimes,0,0.0,never,35,self_employed,3,1321.31,2.3892,0.821,0.0,0.1095,0.4902,288.06,0.179,0.0717,0.0,0.5,0.0,2,1.8641,1,0,0,0,581
7620.56,1429.03,1321.06,873.62,289.94,487.52,10715.42,2,0,sometimes,1,540.18,daily,56,self_employed,2,4401.17,1.4061,0.5775,0.0709,0.1875,0.6011,2679.21,0.3516,0.0422,0.0709,0.5,1.0,2,0.2624,1,0,0,0,637
5947.16,1438.44,1019.21,81.56,1850.46,320.32,13927.41,1,1,sometimes,1,829.39,monthly,41,employed,2,4709.99,2.3419,0.792,0.1395,0.2419,0.2756,407.78,0.0686,0.0703,0.1395,0.5,0.4,3,0.3363,1,0,0,0,493
800.0,98.2,65.04,255.99,16.67,17.05,232.97,2,0,always,0,0.0,daily,54,student,4,452.95,0.2912,0.5662,0.0,0.1227,0.7751,347.05,0.4338,0.0087,0.0,1.0,1.0,1,5.0,0,0,0,0,813
4868.85,775.29,1171.12,714.08,453.71,952.53,595.93,4,0,always,1,675.89,monthly,50,self_employed,3,4066.73,0.1224,0.8353,0.1388,0.1592,0.507,126.23,0.0259,0.0037,0.1388,1.0,0.4,2,0.6162,0,0,1,0,800
6185.16,577.02,872.93,592.41,837.45,285.83,11756.99,1,0,rarely,1,1149.44,daily,37,employed,2,3165.64,1.9008,0.5118,0.1858,0.0933,0.6302,1870.08,0.3023,0.057,0.1858,0.0,1.0,3,0.3234,1,0,0,0,643
4824.02,1478.57,1046.88,504.43,28.04,87.03,6404.12,1,0,always,1,894.14,daily,60,employed,2,3144.95,1.3275,0.6519,0.1854,0.3065,0.4707,784.93,0.1627,0.0398,0.1854,1.0,1.0,3,0.4146,1,0,0,1,714
891.53,320.14,128.23,12.42,54.96,6.31,339.15,1,0,always,0,0.0,monthly,49,student,3,522.06,0.3804,0.5856,0.0,0.3591,0.4354,369.47,0.4144,0.0114,0.0,1.0,0.4,1,3.365,0,0,0,1,707
8676.99,2235.99,1545.61,1785.05,1730.66,172.77,6880.18,0,0,always,0,0.0,weekly,24,employed,2,7470.08,0.7929,0.8609,0.0,0.2577,0.3647,1206.91,0.1391,0.0238,0.0,1.0,0.75,3,0.2305,1,0,0,0,674
800.0,258.48,142.24,93.8,8.5,2.66,650.92,1,0,rarely,1,44.36,daily,58,unemployed,1,505.68,0.8136,0.6321,0.0554,0.3231,0.4885,249.96,0.3125,0.0244,0.0554,0.0,1.0,0,1.25,1,0,0,1,500
1335.31,315.8,329.88,156.39,84.15,173.72,4618.94,1,0,always,0,0.0,daily,18,student,4,1059.94,3.4591,0.7938,0.0,0.2365,0.4534,275.37,0.2062,0.1038,0.0,1.0,1.0,1,2.9956,1,0,0,0,684
800.0,283.62,124.92,11.28,50.4,50.76,440.35,0,0,always,0,0.0,weekly,22,unemployed,6,520.98,0.5504,0.6512,0.0,0.3545,0.4263,279.02,0.3488,0.0165,0.0,1.0,0.75,0,7.5,1,0,0,1,587
15733.12,6163.37,3667.87,2611.56,943.25,100.45,17167.7,1,1,always,0,0.0,never,50,self_employed,1,13486.5,1.0912,0.8572,0.0,0.3917,0.3152,2246.62,0.1428,0.0327,0.0,1.0,0.0,2,0.0636,1,0,0,1,469
800.0,62.63,142.82,262.67,61.38,131.82,99.17,1,0,always,0,0.0,monthly,50,unemployed,0,661.32,0.124,0.8266,0.0,0.0783,0.6665,138.68,0.1734,0.0037,0.0,1.0,0.4,0,0.0,0,0,0,0,810
800.0,161.71,19.33,41.54,182.93,22.26,1.94,1,0,always,0,0.0,weekly,59,unemployed,0,427.77,0.0024,0.5347,0.0,0.2021,0.545,372.23,0.4653,0.0001,0.0,1.0,0.75,0,0.0,0,0,0,0,850
10961.85,2056.78,2037.89,954.49,1126.85,388.83,1442.03,0,0,always,0,0.0,never,43,employed,1,6564.84,0.1315,0.5989,0.0,0.1876,0.5237,4397.01,0.4011,0.0039,0.0,1.0,0.0,3,0.0912,0,0,0,0,850
6139.1,991.95,424.89,502.46,544.75,1820.57,232.93,2,0,always,0,0.0,weekly,59,employed,3,4284.62,0.0379,0.6979,0.0,0.1616,0.6805,1854.48,0.3021,0.0011,0.0,1.0,0.75,3,0.4887,0,0,0,0,850
3305.61,228.6,532.34,151.48,297.77,1.6,162.14,0,0,always,1,623.78,daily,57,employed,2,1211.79,0.049,0.3666,0.1887,0.0692,0.6797,1470.04,0.4447,0.0015,0.1887,1.0,1.0,3,0.605,0,0,0,0,850
1166.37,165.92,72.56,138.36,171.51,189.2,723.22,0,1,sometimes,0,0.0,daily,56,unemployed,4,737.55,0.6201,0.6323,0.0,0.1423,0.6485,428.82,0.3677,0.0186,0.0,0.5,1.0,0,3.4294,1,0,0,0,428
800.0,102.84,290.39,173.03,62.13,80.36,434.41,1,0,rarely,1,164.48,daily,40,unemployed,3,708.75,0.543,0.8859,0.2056,0.1285,0.4308,-73.23,-0.0915,0.0163,0.2056,0.0,1.0,0,3.75,1,1,0,0,413
5823.76,895.17,1143.17,1174.88,192.96,764.96,1116.29,0,0,rarely,0,0.0,weekly,30,self_employed,1,4171.14,0.1917,0.7162,0.0,0.1537,0.6169,1652.62,0.2838,0.0058,0.0,0.0,0.75,2,0.1717,0,0,0,0,723
8802.2,1312.23,386.02,434.13,3103.62,1544.37,1637.41,1,0,sometimes,0,0.0,daily,30,employed,1,6780.37,0.186,0.7703,0.0,0.1491,0.4545,2021.83,0.2297,0.0056,0.0,0.5,1.0,3,0.1136,0,0,0,0,850
13926.0,1080.05,3261.84,76.59,413.66,407.33,8796.64,1,0,always,0,0.0,weekly,63,employed,2,5239.47,0.6317,0.3762,0.0,0.0776,0.6585,8686.53,0.6238,0.019,0.0,1.0,0.75,3,0.1436,1,0,0,0,709
5991.3,2044.25,549.64,537.27,691.27,471.79,1918.93,2,0,rarely,0,0.0,daily,30,self_employed,2,4294.22,0.3203,0.7167,0.0,0.3412,0.4517,1697.08,0.2833,0.0096,0.0,0.0,1.0,2,0.3338,0,0,0,1,717
3893.43,870.93,760.29,456.56,502.84,185.28,8572.98,0,0,always,1,762.56,weekly,30,employed,1,2775.9,2.2019,0.713,0.1959,0.2237,0.4519,354.97,0.0912,0.0661,0.1959,1.0,0.75,3,0.2568,1,0,0,0,696
23366.55,3962.65,3132.31,6721.36,3485.73,4570.49,16908.72,1,0,always,1,3838.59,monthly,38,employed,4,21872.54,0.7236,0.9361,0.1643,0.1696,0.5472,-2344.58,-0.1003,0.0217,0.1643,1.0,0.4,3,0.1712,1,1,0,0,564
7119.38,2162.27,1083.55,580.2,81.34,169.08,4589.07,1,0,always,0,0.0,daily,21,employed,2,4076.44,0.6446,0.5726,0.0,0.3037,0.5327,3042.94,0.4274,0.0193,0.0,1.0,1.0,3,0.2809,1,0,0,1,697
6757.19,824.01,1144.86,448.47,279.07,220.6,43.41,2,0,always,0,0.0,monthly,64,employed,1,2917.01,0.0064,0.4317,0.0,0.1219,0.6673,3840.18,0.5683,0.0002,0.0,1.0,0.4,3,0.148,0,0,0,0,850
2443.39,1023.26,495.08,310.3,73.91,84.47,3220.75,3,0,sometimes,0,0.0,weekly,54,employed,1,1987.02,1.3181,0.8132,0.0,0.4188,0.3483,456.37,0.1868,0.0395,0.0,0.5,0.75,3,0.4093,1,0,1,1,579
6179.8,1309.51,799.94,117.67,403.63,618.9,14077.65,3,0,rarely,1,744.99,monthly,59,self_employed,2,3249.65,2.278,0.5259,0.1206,0.2119,0.5933,2185.16,0.3536,0.0683,0.1206,0.0,0.4,2,0.3236,1,0,1,0,550
2203.02,455.26,98.32,60.22,143.04,487.92,8592.32,1,0,rarely,0,0.0,weekly,47,employed,2,1244.76,3.9002,0.565,0.0,0.2067,0.6838,958.26,0.435,0.117,0.0,0.0,0.75,3,0.9078,1,0,0,0,607
4517.56,1292.4,611.15,620.75,475.43,124.86,4555.48,2,0,sometimes,1,631.58,monthly,21,employed,3,3124.59,1.0084,0.6917,0.1398,0.2861,0.4734,761.39,0.1685,0.0303,0.1398,0.5,0.4,3,0.6641,1,0,0,0,655
1705.03,392.62,178.31,40.6,653.29,179.34,362.62,2,1,sometimes,0,0.0,weekly,58,unemployed,1,1444.16,0.2127,0.847,0.0,0.2303,0.282,260.87,0.153,0.0064,0.0,0.5,0.75,0,0.5865,0,0,0,0,550
10529.01,1099.29,3999.66,316.73,1249.16,1189.19,513.69,1,0,sometimes,0,0.0,daily,59,employed,5,7854.03,0.0488,0.7459,0.0,0.1044,0.3971,2674.98,0.2541,0.0015,0.0,0.5,1.0,3,0.4749,0,0,0,0,817
5137.11,1239.23,1209.62,1472.35,293.04,77.44,2334.6,0,0,always,0,0.0,daily,33,employed,3,4291.68,0.4545,0.8354,0.0,0.2412,0.4663,845.43,0.1646,0.0136,0.0,1.0,1.0,3,0.584,1,0,0,0,715
2033.74,527.29,555.57,217.43,80.09,56.72,3484.95,1,0,always,0,0.0,monthly,59,employed,0,1437.1,1.7136,0.7066,0.0,0.2593,0.4282,596.64,0.2934,0.0514,0.0,1.0,0.4,3,0.0,1,0,0,0,705
5146.77,983.63,205.51,1559.64,61.04,1054.58,10719.66,0,0,always,0,0.0,daily,46,employed,1,3864.4,2.0828,0.7508,0.0,0.1911,0.7571,1282.37,0.2492,0.0625,0.0,1.0,1.0,3,0.1943,1,0,0,0,724
4428.83,920.52,769.27,1371.07,669.21,50.79,3898.89,1,0,sometimes,1,1056.98,daily,24,self_employed,2,3780.86,0.8803,0.8537,0.2387,0.2078,0.4674,-409.01,-0.0924,0.0264,0.2387,0.5,1.0,2,0.4516,1,1,0,0,529
926.21,452.47,31.68,92.54,38.81,39.82,148.83,1,0,sometimes,1,27.28,weekly,58,student,2,655.32,0.1607,0.7075,0.0295,0.4885,0.4354,243.61,0.263,0.0048,0.0295,0.5,0.75,1,2.1593,0,0,0,1,781
1017.9,298.87,181.52,248.47,78.31,31.41,264.58,0,0,sometimes,0,0.0,daily,57,student,2,838.58,0.2599,0.8238,0.0,0.2936,0.4511,179.32,0.1762,0.0078,0.0,0.5,1.0,1,1.9648,0,0,0,0,732
800.0,144.5,27.86,22.34,18.75,3.47,72.25,4,1,always,1,147.22,weekly,59,unemployed,2,216.92,0.0903,0.2711,0.184,0.1806,0.7611,435.86,0.5448,0.0027,0.184,1.0,0.75,0,2.5,0,0,1,0,695
2163.98,648.81,213.98,329.74,251.53,280.94,5040.1,2,0,always,0,0.0,weekly,58,employed,0,1725.0,2.3291,0.7971,0.0,0.2998,0.4851,438.98,0.2029,0.0699,0.0,1.0,0.75,3,0.0,1,0,0,0,727
1489.26,447.69,42.63,305.24,105.45,55.32,64.7,0,0,rarely,0,0.0,daily,42,unemployed,2,956.33,0.0434,0.6422,0.0,0.3006,0.6,532.93,0.3578,0.0013,0.0,0.0,1.0,0,1.3429,0,0,0,1,673
4796.01,749.71,342.11,1978.74,45.45,570.05,3574.49,1,0,sometimes,0,0.0,monthly,46,employed,3,3686.06,0.7453,0.7686,0.0,0.1563,0.7629,1109.95,0.2314,0.0224,0.0,0.5,0.4,3,0.6255,1,0,0,0,648
3465.85,1011.66,905.85,465.52,30.34,352.71,247.82,2,0,always,1,772.78,monthly,47,self_employed,3,2766.08,0.0715,0.7981,0.223,0.2919,0.438,-73.01,-0.0211,0.0021,0.223,1.0,0.4,2,0.8656,0,1,0,0,746
11001.24,1614.09,1175.25,1040.88,854.57,1330.82,29187.12,0,0,sometimes,1,2108.89,daily,56,employed,1,6015.61,2.6531,0.5468,0.1917,0.1467,0.6688,2876.74,0.2615,0.0796,0.1917,0.5,1.0,3,0.0909,1,0,0,0,700
5669.1,790.48,1998.42,1404.08,570.98,643.53,5878.77,2,0,always,0,0.0,weekly,22,employed,0,5407.49,1.037,0.9539,0.0,0.1394,0.4073,261.61,0.0461,0.0311,0.0,1.0,0.75,3,0.0,1,0,0,0,671
3840.25,925.37,242.68,492.34,77.01,202.58,1151.0,0,0,always,0,0.0,daily,35,employed,1,1939.98,0.2997,0.5052,0.0,0.241,0.6758,1900.27,0.4948,0.009,0.0,1.0,1.0,3,0.2604,0,0,0,0,850
4146.72,1190.32,484.92,140.8,638.18,439.32,5817.28,1,0,always,0,0.0,weekly,52,employed,2,2893.54,1.4029,0.6978,0.0,0.2871,0.4421,1253.18,0.3022,0.0421,0.0,1.0,0.75,3,0.4823,1,0,0,0,719
1668.34,535.71,136.35,357.25,3.5,14.06,150.51,0,0,sometimes,1,144.8,weekly,60,self_employed,5,1046.87,0.0902,0.6275,0.0868,0.3211,0.5951,476.67,0.2857,0.0027,0.0868,0.5,0.75,2,2.997,0,0,0,1,785
7088.48,3074.24,1627.54,266.21,84.61,1014.21,4329.77,1,0,always,1,626.38,never,55,employed,6,6066.81,0.6108,0.8559,0.0884,0.4337,0.3248,395.29,0.0558,0.0183,0.0884,1.0,0.0,3,0.8464,1,0,0,1,637
7347.6,405.61,1999.37,290.47,1052.8,768.14,57.26,2,0,always,1,346.16,monthly,20,self_employed,0,4516.39,0.0078,0.6147,0.0471,0.0552,0.5294,2485.05,0.3382,0.0002,0.0471,1.0,0.4,2,0.0,0,0,0,0,850
800.0,197.24,213.9,114.71,66.53,63.79,280.71,2,0,always,0,0.0,daily,40,student,2,656.17,0.3509,0.8202,0.0,0.2465,0.4029,143.83,0.1798,0.0105,0.0,1.0,1.0,1,2.5,0,0,0,0,716
800.0,413.91,77.56,83.56,37.85,108.4,758.09,1,0,always,1,20.91,never,48,unemployed,1,721.28,0.9476,0.9016,0.0261,0.5174,0.3384,57.81,0.0723,0.0284,0.0261,1.0,0.0,0,1.25,1,0,0,1,576
4343.11,1344.74,1274.6,249.36,239.19,23.81,326.15,0,0,sometimes,1,947.64,daily,55,employed,4,3131.7,0.0751,0.7211,0.2182,0.3096,0.3418,263.77,0.0607,0.0023,0.2182,0.5,1.0,3,0.921,0,0,0,1,788
1882.83,355.5,486.71,226.24,210.16,131.61,1199.59,1,0,rarely,0,0.0,weekly,20,self_employed,4,1410.22,0.6371,0.749,0.0,0.1888,0.4411,472.61,0.251,0.0191,0.0,0.0,0.75,2,2.1245,1,0,0,0,521
6576.5,3181.28,900.91,356.08,145.99,1360.57,6771.22,0,0,always,1,259.94,daily,60,self_employed,0,5944.83,1.0296,0.904,0.0395,0.4837,0.3571,371.73,0.0565,0.0309,0.0395,1.0,1.0,2,0.0,1,0,0,1,642
3304.08,934.21,753.2,426.56,890.68,25.46,175.98,1,0,always,0,0.0,never,64,employed,1,3030.11,0.0533,0.9171,0.0,0.2827,0.2197,273.97,0.0829,0.0016,0.0,1.0,0.0,3,0.3027,0,0,0,0,803
2250.68,882.73,254.03,442.83,106.55,341.47,6037.71,2,0,always,0,0.0,daily,44,employed,1,2027.61,2.6826,0.9009,0.0,0.3922,0.4476,223.07,0.0991,0.0805,0.0,1.0,1.0,3,0.4443,1,0,0,1,635
2175.72,732.5,799.06,158.35,18.61,30.4,2465.01,2,0,always,0,0.0,weekly,53,employed,2,1738.92,1.133,0.7992,0.0,0.3367,0.2875,436.8,0.2008,0.034,0.0,1.0,0.75,3,0.9192,1,0,0,1,699
2102.89,520.16,658.54,79.17,25.32,277.73,4565.9,0,1,rarely,1,396.21,daily,62,self_employed,2,1560.92,2.1713,0.7423,0.1884,0.2474,0.4274,145.76,0.0693,0.0651,0.1884,0.0,1.0,2,0.9511,1,0,0,0,417
800.0,176.02,85.11,72.09,308.69,69.2,1463.55,3,1,rarely,1,155.98,weekly,54,student,2,711.11,1.8294,0.8889,0.195,0.22,0.2877,-67.09,-0.0839,0.0549,0.195,0.0,0.75,1,2.5,1,1,1,0,300
2762.88,567.05,150.13,585.91,316.14,22.56,1464.68,3,0,always,0,0.0,weekly,24,employed,1,1641.79,0.5301,0.5942,0.0,0.2052,0.626,1121.09,0.4058,0.0159,0.0,1.0,0.75,3,0.3619,1,0,1,0,659
12529.13,1724.04,3231.26,2141.38,592.2,318.91,2282.77,0,0,sometimes,0,0.0,weekly,51,employed,1,8007.79,0.1822,0.6391,0.0,0.1376,0.5572,4521.34,0.3609,0.0055,0.0,0.5,0.75,3,0.0798,0,0,0,0,837
2575.6,624.84,111.87,376.77,19.61,126.6,664.28,1,0,always,1,184.55,daily,19,self_employed,0,1259.69,0.2579,0.4891,0.0717,0.2426,0.7064,1131.36,0.4393,0.0077,0.0717,1.0,1.0,2,0.0,0,0,0,0,850
800.0,94.03,13.75,42.36,4.88,0.65,290.88,0,0,always,1,66.57,weekly,64,self_employed,4,155.67,0.3636,0.1946,0.0832,0.1175,0.8592,577.76,0.7222,0.0109,0.0832,1.0,0.75,2,5.0,0,0,0,0,799
5840.46,2081.87,239.59,988.34,1267.4,0.73,9012.42,2,0,always,1,510.81,daily,53,employed,2,4577.93,1.5431,0.7838,0.0875,0.3565,0.3855,751.72,0.1287,0.0463,0.0875,1.0,1.0,3,0.3424,1,0,0,1,711
2814.56,1544.49,441.45,170.2,160.97,61.28,3884.05,0,0,rarely,1,188.71,monthly,30,self_employed,2,2378.39,1.38,0.845,0.067,0.5488,0.2372,247.46,0.0879,0.0414,0.067,0.0,0.4,2,0.7106,1,0,0,1,484
4542.86,291.02,2434.32,132.54,226.06,273.23,14315.02,3,0,sometimes,0,0.0,weekly,57,employed,1,3357.17,3.1511,0.739,0.0,0.0641,0.3503,1185.69,0.261,0.0945,0.0,0.5,0.75,3,0.2201,1,0,1,0,612
2478.9,769.01,383.87,130.27,3.67,85.11,575.36,2,0,always,0,0.0,monthly,52,self_employed,6,1371.93,0.2321,0.5534,0.0,0.3102,0.5334,1106.97,0.4466,0.007,0.0,1.0,0.4,2,2.4204,0,0,0,1,788
1621.94,338.18,90.48,559.8,10.6,65.85,464.81,2,1,rarely,0,0.0,daily,49,unemployed,3,1064.91,0.2866,0.6566,0.0,0.2085,0.7292,557.03,0.3434,0.0086,0.0,0.0,1.0,0,1.8496,0,0,0,0,559
4858.85,940.4,445.96,1155.5,374.12,312.05,1308.08,2,0,always,1,1089.49,weekly,55,employed,0,3228.03,0.2692,0.6644,0.2242,0.1935,0.6377,541.33,0.1114,0.0081,0.2242,1.0,0.75,3,0.0,0,0,0,0,850
9592.63,3300.44,1178.32,288.37,625.05,911.61,13220.15,0,0,always,1,764.76,weekly,36,employed,0,6303.79,1.3782,0.6571,0.0797,0.3441,0.4679,2524.08,0.2631,0.0413,0.0797,1.0,0.75,3,0.0,1,0,0,1,707
4086.37,773.58,962.82,446.69,623.83,270.62,488.64,2,0,always,1,193.22,daily,57,self_employed,3,3077.54,0.1196,0.7531,0.0473,0.1893,0.4224,815.61,0.1996,0.0036,0.0473,1.0,1.0,2,0.7341,0,0,0,0,850
970.42,288.75,278.01,40.6,0.67,107.27,82.14,2,1,sometimes,1,98.29,weekly,18,student,2,715.3,0.0846,0.7371,0.1013,0.2976,0.4153,156.83,0.1616,0.0025,0.1013,0.5,0.75,1,2.061,0,0,0,0,628
2766.69,522.08,753.89,172.69,192.0,81.44,2191.17,0,1,rarely,1,584.14,daily,47,self_employed,2,1722.1,0.792,0.6224,0.2111,0.1887,0.4694,460.45,0.1664,0.0238,0.2111,0.0,1.0,2,0.7229,1,0,0,0,437
3077.94,1346.29,575.92,207.32,162.02,681.25,6.08,1,0,always,1,590.22,weekly,49,self_employed,4,2972.8,0.002,0.9658,0.1918,0.4374,0.3228,-485.08,-0.1576,0.0001,0.1918,1.0,0.75,2,1.2996,0,1,0,1,716
1097.31,167.21,231.91,22.8,19.79,96.41,3332.39,0,1,rarely,0,0.0,weekly,56,unemployed,1,538.12,3.0369,0.4904,0.0,0.1524,0.6182,559.19,0.5096,0.0911,0.0,0.0,0.75,0,0.9113,1,0,0,0,353
1050.95,244.12,161.55,260.99,69.22,51.55,18.9,0,0,sometimes,0,0.0,never,25,student,2,787.43,0.018,0.7493,0.0,0.2323,0.5481,263.52,0.2507,0.0005,0.0,0.5,0.0,1,1.903,0,0,0,0,770
2323.7,646.12,255.83,188.43,154.79,120.43,28.17,0,0,always,0,0.0,monthly,46,employed,2,1365.6,0.0121,0.5877,0.0,0.2781,0.5452,958.1,0.4123,0.0004,0.0,1.0,0.4,3,0.8607,0,0,0,0,850
2860.96,400.28,498.84,195.38,46.61,105.05,1680.64,0,0,always,0,0.0,monthly,64,self_employed,5,1246.16,0.5874,0.4356,0.0,0.1399,0.6694,1614.8,0.5644,0.0176,0.0,1.0,0.4,2,1.7477,1,0,0,0,677
5982.24,1190.71,1541.04,283.77,313.07,902.81,16252.59,0,1,sometimes,0,0.0,monthly,23,self_employed,3,4231.4,2.7168,0.7073,0.0,0.199,0.491,1750.84,0.2927,0.0815,0.0,0.5,0.4,2,0.5015,1,0,0,0,463
3786.32,472.69,1321.41,633.34,457.45,662.53,631.38,2,0,sometimes,1,632.53,daily,61,self_employed,4,3547.42,0.1668,0.9369,0.1671,0.1248,0.4053,-393.63,-0.104,0.005,0.1671,0.5,1.0,2,1.0564,0,1,0,0,730
800.0,21.7,170.27,157.92,110.01,62.78,128.64,0,0,always,1,195.12,monthly,46,student,3,522.68,0.1608,0.6533,0.2439,0.0271,0.6225,82.2,0.1028,0.0048,0.2439,1.0,0.4,1,3.75,0,0,0,0,838
